2025-05-16 10:13:19,322040.0,11.0,0.0,0.791,0.0518,0.855,0.000258,0.0605,-2.937,0.0538,103.045,4.0,0.839,0.1462344432968602,0.4508568002778066,0.7179235378841503,0.2513933891396526,0.1125217543325954,0.3827952503900647,0.3037792040787983,0.2184092106493536,174.0
2025-05-16 09:59:25,321666.0,0.0,1.0,0.343,0.0163,0.745,0.0,0.121,-6.925,0.0413,170.184,4.0,0.545,0.299458851994684,0.1614103081218574,0.6154874459360489,0.3010939734273831,0.089222454785818,0.2275053983512648,0.0596871184480963,0.6170256108386332,106.0
2025-05-16 09:56:25,297023.0,11.0,0.0,0.732,0.203,0.458,5.5e-06,0.159,-7.338,0.0551,137.965,4.0,0.721,0.3313530708056669,0.4085751701240022,0.4823174818397528,0.2500803765295271,0.1081779179193855,0.1883285301978531,0.1998938360439746,0.3240473814030036,247.0
2025-05-16 09:56:13,460346.0,0.0,1.0,0.482,0.206,0.385,8.2e-06,0.112,-11.533,0.0315,127.184,4.0,0.265,0.3232790838345822,0.5317153633420822,0.2849118281126131,0.2146028032125446,0.0724409183271005,0.447518855915242,0.1030361119500235,0.5043206665246778,189.0
2025-05-16 09:46:20,257333.0,7.0,1.0,0.707,0.0112,0.665,1.4e-06,0.063,-7.181,0.0396,89.981,4.0,0.437,0.1105643834481824,0.3196588303400524,0.3034016094762917,0.34888769239229,0.341955782053791,0.4744632008368814,0.6594419202037973,0.1054186115284703,87.0
2025-05-16 09:44:51,430546.0,1.0,1.0,0.465,0.0872,0.5,3.04e-05,0.103,-6.301,0.0273,74.013,4.0,0.291,0.1553427588621598,0.7277161499112085,0.2990166248692201,0.0904177752813793,0.1185202186311865,0.495234683027637,0.4971872278957884,0.2043893328347854,115.0
2025-05-16 09:42:32,305680.0,2.0,1.0,0.549,0.148,0.59,0.0,0.109,-6.321,0.0272,103.004,4.0,0.317,0.2114940207795011,0.2387698384147962,0.8339149827344787,0.2510015814924104,0.1023795532241313,0.424852423151279,0.085204286422235,0.350347793493396,121.0
2025-05-16 09:39:15,280760.0,6.0,0.0,0.305,0.842,0.252,0.00079,0.0686,-10.814,0.0301,98.395,4.0,0.355,0.2899458676301354,0.4091549835700139,0.6318030565645607,0.3283117820413706,0.1159630783322977,0.5518967022820911,0.0862662404347144,0.4657686841459894,54.0
2025-05-16 09:39:04,254733.0,7.0,1.0,0.676,0.0559,0.69,3.59e-05,0.128,-8.114,0.0271,115.008,4.0,0.741,0.3887899341526499,0.1558679932185801,0.5696218886835827,0.3877153703611102,0.125405855515284,0.3658929871793408,0.0960804520401556,0.4280051859753446,100.0
2025-05-16 09:35:42,353000.0,4.0,1.0,0.61,0.0267,0.572,0.000964,0.102,-8.393,0.0239,83.972,4.0,0.471,0.2413836728188614,0.5423770888802182,0.1498174220152602,0.3713473840980567,0.2060352387886296,0.5251872542644862,0.3650027043501981,0.1605650827959336,134.0
2025-05-16 09:29:13,312373.0,2.0,1.0,0.433,0.298,0.532,0.0,0.0834,-6.448,0.0283,144.051,4.0,0.273,0.4066994690296583,0.3372280958212505,0.7080593206190409,0.3969157090381,0.0320267285870587,0.2615149714758897,0.0745641145679268,0.8845296849881782,88.0
2025-05-16 09:26:13,215053.0,9.0,1.0,0.184,0.54,0.353,7.14e-06,0.087,-7.788,0.0335,130.626,4.0,0.0629,0.3433961112791353,0.2351494567282055,0.6047550369394991,0.3587348727244566,0.080396387257859,0.2713780774899659,0.0574809967361324,0.1885040098373963,36.0
2025-05-16 09:22:39,245194.0,4.0,0.0,0.396,0.211,0.528,0.0,0.608,-9.781,0.217,121.047,4.0,0.406,0.0387956473232493,0.2146387533028753,0.2889928406287233,0.3026477870342228,0.4178026540436767,0.0311654197468733,0.5565028701916912,0.1885161268437797,634.0
